date,price,RON 95-III
2020-03-19,30300.0,16.81
2020-03-20,30100.0,16.81
2020-03-21,30700.0,16.81
2020-03-22,30700.0,16.81
2020-03-23,30600.0,16.81
2020-03-24,30700.0,16.81
2020-03-25,30900.0,16.81
2020-03-26,30900.0,16.81
2020-03-27,30500.0,16.81
2020-03-28,29800.0,16.81
2020-03-29,29800.0,16.81
2020-03-30,29800.0,16.81
2020-03-31,29800.0,16.81
2020-04-01,29500.0,16.81
2020-04-02,29200.0,16.81
2020-04-03,29800.0,16.81
2020-04-04,29700.0,16.81
2020-04-05,29700.0,16.81
2020-04-06,29800.0,16.81
2020-04-07,29800.0,16.81
2020-04-08,30000.0,16.81
2020-04-09,29900.0,16.81
2020-04-10,29700.0,16.81
2020-04-11,29900.0,16.81
2020-04-12,29900.0,16.81
2020-04-13,29900.0,16.81
2020-04-14,29900.0,16.81
2020-04-15,29400.0,16.81
2020-04-16,30000.0,16.81
2020-04-17,30100.0,16.81
2020-04-18,29800.0,16.81
2020-04-19,29800.0,16.81
2020-04-20,29900.0,16.81
2020-04-21,29700.0,16.81
2020-04-22,29300.0,16.81
2020-04-23,29300.0,16.81
2020-04-24,29200.0,16.81
2020-04-25,29300.0,16.81
2020-04-26,29300.0,16.81
2020-04-27,29500.0,16.81
2020-04-28,29600.0,16.81
2020-04-29,30200.0,16.81
2020-04-30,30300.0,16.81
2020-05-01,30500.0,16.81
2020-05-02,30700.0,16.81
2020-05-03,30700.0,16.81
2020-05-04,30900.0,16.81
2020-05-05,30700.0,16.81
2020-05-06,30900.0,16.81
2020-05-07,31000.0,16.81
2020-05-08,30700.0,16.81
2020-05-09,30700.0,16.81
2020-05-10,30700.0,16.81
2020-05-11,30750.0,16.81
2020-05-12,31000.0,16.81
2020-05-13,30600.0,16.81
2020-05-14,30700.0,16.81
2020-05-15,30900.0,16.81
2020-05-16,31100.0,16.81
2020-05-17,31100.0,16.81
2020-05-18,31100.0,16.81
2020-05-19,31200.0,16.81
2020-05-20,31200.0,16.81
2020-05-21,31200.0,16.81
2020-05-22,31200.0,16.81
2020-05-23,31600.0,16.81
2020-05-24,31600.0,16.81
2020-05-25,31600.0,16.81
2020-05-26,31600.0,16.81
2020-05-27,31800.0,16.81
2020-05-28,31800.0,16.81
2020-05-29,31200.0,16.81
2020-05-30,31000.0,16.81
2020-05-31,31000.0,16.81
2020-06-01,31100.0,16.81
2020-06-02,30900.0,16.81
2020-06-03,31200.0,16.81
2020-06-04,31900.0,16.81
2020-06-05,31800.0,16.81
2020-06-06,31800.0,16.81
2020-06-07,31800.0,16.81
2020-06-08,32500.0,16.81
2020-06-09,32700.0,16.81
2020-06-10,32100.0,16.81
2020-06-11,32200.0,16.81
2020-06-12,31600.0,16.81
2020-06-13,31400.0,16.81
2020-06-14,31400.0,16.81
2020-06-15,31400.0,16.81
2020-06-16,31100.0,16.81
2020-06-17,30800.0,16.81
2020-06-18,30800.0,16.81
2020-06-19,30600.0,16.81
2020-06-20,30700.0,16.81
2020-06-21,30700.0,16.81
2020-06-22,30700.0,16.81
2020-06-23,30900.0,16.81
2020-06-24,30800.0,16.81
2020-06-25,30700.0,16.81
2020-06-26,30300.0,16.81
2020-06-27,30600.0,14.97
2020-06-28,30600.0,14.97
2020-06-29,30600.0,14.97
2020-06-30,31100.0,14.97
2020-07-01,31300.0,14.97
2020-07-02,31600.0,14.97
2020-07-03,31500.0,14.97
2020-07-04,31700.0,14.97
2020-07-05,31700.0,14.97
2020-07-06,31700.0,14.97
2020-07-07,31200.0,14.97
2020-07-08,31600.0,14.97
2020-07-09,31600.0,14.97
2020-07-10,31700.0,14.97
2020-07-11,31700.0,14.97
2020-07-12,31700.0,14.97
2020-07-13,31600.0,14.97
2020-07-14,32100.0,14.97
2020-07-15,31900.0,14.97
2020-07-16,32100.0,14.97
2020-07-17,32200.0,14.97
2020-07-18,32800.0,14.97
2020-07-19,32800.0,14.97
2020-07-20,32500.0,14.97
2020-07-21,32000.0,14.97
2020-07-22,32500.0,14.97
2020-07-23,32500.0,14.97
2020-07-24,32600.0,14.97
2020-07-25,32700.0,14.97
2020-07-26,32700.0,14.97
2020-07-27,32700.0,14.97
2020-07-28,32500.0,14.97
2020-07-29,32300.0,14.97
2020-07-30,32500.0,14.97
2020-07-31,32500.0,14.97
2020-08-01,32600.0,14.97
2020-08-02,32600.0,14.97
2020-08-03,32600.0,14.97
2020-08-04,32600.0,14.97
2020-08-05,33400.0,14.97
2020-08-06,32900.0,14.97
2020-08-07,32400.0,14.97
2020-08-08,32600.0,14.97
2020-08-09,32600.0,14.97
2020-08-10,32600.0,14.97
2020-08-11,32500.0,14.97
2020-08-12,32400.0,14.92
2020-08-13,32500.0,14.92
2020-08-14,33000.0,14.92
2020-08-15,33000.0,14.92
2020-08-16,33000.0,14.92
2020-08-17,33000.0,14.92
2020-08-18,32900.0,14.92
2020-08-19,33200.0,14.92
2020-08-20,33000.0,14.92
2020-08-21,33000.0,14.92
2020-08-22,33400.0,14.92
2020-08-23,33400.0,14.92
2020-08-24,33400.0,14.92
2020-08-25,33300.0,14.92
2020-08-26,33600.0,14.92
2020-08-27,33700.0,15.11
2020-08-28,33300.0,15.11
2020-08-29,33600.0,15.11
2020-08-30,33600.0,15.11
2020-08-31,33600.0,15.11
2020-09-01,33600.0,15.11
2020-09-02,34100.0,15.11
2020-09-03,33800.0,15.11
2020-09-04,33700.0,15.11
2020-09-05,33800.0,15.11
2020-09-06,33800.0,15.11
2020-09-07,33800.0,15.11
2020-09-08,33500.0,15.11
2020-09-09,33500.0,15.11
2020-09-10,33500.0,15.11
2020-09-11,33500.0,14.98
2020-09-12,33500.0,14.98
2020-09-13,33500.0,14.98
2020-09-14,33700.0,14.98
2020-09-15,32900.0,14.98
2020-09-16,33000.0,14.98
2020-09-17,32900.0,14.98
2020-09-18,32800.0,14.98
2020-09-19,32300.0,14.98
2020-09-20,32300.0,14.98
2020-09-21,32400.0,14.98
2020-09-22,32200.0,14.98
2020-09-23,32100.0,14.98
2020-09-24,32200.0,14.98
2020-09-25,32200.0,14.98
2020-09-26,32400.0,14.98
2020-09-27,32400.0,14.98
2020-09-28,32400.0,14.98
2020-09-29,31800.0,14.98
2020-09-30,31500.0,14.98
2020-10-01,31600.0,14.98
2020-10-02,31500.0,14.98
2020-10-03,31700.0,14.98
2020-10-04,31700.0,14.98
2020-10-05,32000.0,14.98
2020-10-06,31900.0,14.98
2020-10-07,31800.0,14.98
2020-10-08,31600.0,14.98
2020-10-09,31700.0,14.98
2020-10-10,31900.0,14.98
2020-10-11,31900.0,14.98
2020-10-12,31700.0,15.12
2020-10-13,31200.0,15.12
2020-10-14,31100.0,15.12
2020-10-15,31600.0,15.12
2020-10-16,31600.0,15.12
2020-10-17,32000.0,15.12
2020-10-18,32000.0,15.12
2020-10-19,32000.0,15.12
2020-10-20,32100.0,15.12
2020-10-21,31800.0,15.12
2020-10-22,31600.0,15.12
2020-10-23,32200.0,15.12
2020-10-24,32200.0,15.12
2020-10-25,32200.0,15.12
2020-10-26,32200.0,15.12
2020-10-27,32400.0,14.94
2020-10-28,33000.0,14.94
2020-10-29,33000.0,14.94
2020-10-30,32900.0,14.94
2020-10-31,32900.0,14.94
2020-11-01,32900.0,14.94
2020-11-02,33000.0,14.94
2020-11-03,32900.0,14.94
2020-11-04,32800.0,14.94
2020-11-05,32700.0,14.94
2020-11-06,33200.0,14.94
2020-11-07,33400.0,14.94
2020-11-08,33400.0,14.94
2020-11-09,33300.0,14.94
2020-11-10,33300.0,14.94
2020-11-11,33500.0,14.7
2020-11-12,33800.0,14.7
2020-11-13,34000.0,14.7
2020-11-14,33900.0,14.7
2020-11-15,33900.0,14.7
2020-11-16,33900.0,14.7
2020-11-17,34400.0,14.7
2020-11-18,33800.0,14.7
2020-11-19,33500.0,14.7
2020-11-20,33100.0,14.7
2020-11-21,33000.0,14.7
2020-11-22,33000.0,14.7
2020-11-23,33000.0,14.7
2020-11-24,32800.0,14.7
2020-11-25,32500.0,14.7
2020-11-26,32500.0,15.35
2020-11-27,33200.0,15.35
2020-11-28,33200.0,15.35
2020-11-29,33200.0,15.35
2020-11-30,33200.0,15.35
2020-12-01,33000.0,15.35
2020-12-02,32800.0,15.35
2020-12-03,32000.0,15.35
2020-12-04,32100.0,15.35
2020-12-05,31900.0,15.35
2020-12-06,31900.0,15.35
2020-12-07,31900.0,15.35
2020-12-08,31800.0,15.35
2020-12-09,31800.0,15.35
2020-12-10,31700.0,15.35
2020-12-11,32900.0,16.0
2020-12-12,32900.0,16.0
2020-12-13,32900.0,16.0
2020-12-14,32800.0,16.0
2020-12-15,33200.0,16.0
2020-12-16,32900.0,16.0
2020-12-17,33000.0,16.0
2020-12-18,33000.0,16.0
2020-12-19,32800.0,16.0
2020-12-20,32800.0,16.0
2020-12-21,32800.0,16.0
2020-12-22,32800.0,16.0
2020-12-23,32800.0,16.0
2020-12-24,32800.0,16.0
2020-12-25,32900.0,16.0
2020-12-26,32900.0,16.47
2020-12-27,32900.0,16.47
2020-12-28,32900.0,16.47
2020-12-29,32900.0,16.47
2020-12-30,32900.0,16.47
2020-12-31,32800.0,16.47
2021-01-01,33000.0,16.47
2021-01-02,33000.0,16.47
2021-01-03,33000.0,16.47
2021-01-04,32900.0,16.47
2021-01-05,32600.0,16.47
2021-01-06,32500.0,16.47
2021-01-07,32300.0,16.47
2021-01-08,32000.0,16.47
2021-01-09,31700.0,16.47
