date,price,tavg,tmax,pres
2012-04-16,30000.0,84.6,93.6,1011.0
2012-04-17,30000.0,85.3,93.9,1011.0
2012-04-18,30000.0,85.5,93.7,1011.0
2012-04-19,30000.0,85.6,96.1,1011.0
2012-04-20,30000.0,85.5,95.0,1011.0
2012-04-23,30000.0,84.7,96.3,1011.0
2012-04-24,30000.0,84.9,96.8,1011.0
2012-04-25,30000.0,83.8,97.3,1011.0
2012-04-26,30000.0,81.1,96.8,1011.0
2012-04-27,30000.0,83.5,92.5,1011.0
2012-05-02,30000.0,85.6,95.7,1011.0
2012-05-03,30000.0,84.7,97.2,1011.0
2012-05-04,30000.0,85.5,97.5,1011.0
2012-05-07,30000.0,78.4,91.9,1011.0
2012-05-08,30000.0,80.1,90.3,1011.0
2012-05-09,20000.0,82.2,93.2,1011.0
2012-05-10,20000.0,84.9,95.4,1011.0
2012-05-11,20000.0,82.9,93.6,1011.0
2012-05-14,20000.0,79.3,92.1,1011.0
2012-05-15,20000.0,77.5,89.6,1011.0
2012-05-16,20000.0,79.5,90.0,1011.0
2012-05-17,20000.0,82.6,92.1,1011.0
2012-05-18,20000.0,83.7,95.4,1011.0
2012-05-21,20000.0,85.3,95.4,1011.0
2012-05-23,30000.0,84.0,96.8,1011.0
2012-05-24,30000.0,80.8,92.1,1011.0
2012-05-25,30000.0,80.8,86.7,1011.0
2012-06-05,30000.0,81.7,93.2,1011.0
2012-06-07,40000.0,82.0,92.1,1011.0
2012-06-08,40000.0,79.2,89.6,1011.0
2012-06-11,40000.0,78.3,90.3,1011.0
2012-06-12,40000.0,81.0,89.6,1011.0
2012-06-13,29000.0,83.5,91.4,1011.0
2012-06-14,29000.0,84.0,92.1,1011.0
2012-06-15,29000.0,81.7,90.3,1011.0
2012-06-18,29000.0,79.5,87.1,1011.0
2012-06-20,29000.0,83.8,92.1,1011.0
2012-06-21,29000.0,81.1,93.2,1011.0
2012-06-22,29000.0,83.7,92.5,1011.0
2012-06-25,29000.0,84.0,93.2,1011.0
2012-06-26,32000.0,82.8,94.3,1011.0
2012-06-28,33000.0,81.0,92.5,1011.0
2012-07-02,33000.0,79.9,93.7,1011.0
2012-07-04,33000.0,80.8,90.3,1011.0
2012-07-05,33000.0,82.8,90.7,1011.0
2012-07-06,33000.0,82.2,90.7,1011.0
2012-07-09,33000.0,78.3,92.1,1011.0
2012-07-11,33000.0,78.1,90.3,1011.0
2012-07-12,33000.0,78.4,92.1,1011.0
2012-07-16,33000.0,82.9,94.3,1011.0
2012-07-17,33000.0,80.2,92.1,1011.0
2012-07-18,33000.0,79.3,90.3,1011.0
2012-07-19,33000.0,80.2,92.1,1011.0
2012-07-20,33000.0,81.1,90.7,1011.0
2012-07-23,33000.0,83.8,93.9,1011.0
2012-07-24,31000.0,81.5,90.3,1011.0
2012-07-25,31000.0,82.4,92.1,1011.0
2012-07-26,31000.0,84.2,93.9,1011.0
2012-07-27,31000.0,82.9,92.1,1011.0
2012-07-30,31000.0,81.3,93.7,1011.0
2012-07-31,31000.0,81.0,93.7,1011.0
2012-08-01,31000.0,79.2,90.3,1011.0
2012-08-02,31000.0,78.4,88.2,1011.0
2012-08-03,31000.0,82.0,91.8,1011.0
2012-08-06,31000.0,83.5,93.4,1011.0
2012-08-07,31000.0,82.0,92.1,1011.0
2012-08-08,31000.0,83.8,91.4,1011.0
2012-08-09,31000.0,83.1,92.1,1011.0
2012-08-10,31000.0,82.9,93.9,1011.0
2012-08-13,31000.0,84.7,95.7,1011.0
2012-08-14,31000.0,84.7,93.6,1011.0
2012-08-16,31000.0,82.9,93.2,1011.0
2012-08-17,31000.0,79.0,90.3,1011.0
2012-08-20,31000.0,84.7,93.9,1011.0
2012-08-21,31000.0,82.0,94.3,1011.0
2012-08-22,31000.0,80.4,93.6,1011.0
2012-08-23,31000.0,80.8,91.4,1011.0
2012-08-28,31000.0,79.3,88.5,1011.0
2012-09-04,31000.0,79.0,90.0,1011.0
2012-09-05,31000.0,79.3,87.8,1011.0
2012-09-07,31000.0,80.8,89.6,1011.0
2012-09-10,31000.0,79.9,88.3,1011.0
2012-09-11,31000.0,76.8,88.5,1011.0
2012-09-12,31000.0,78.4,89.6,1011.0
2012-09-13,31000.0,78.4,86.4,1011.0
2012-09-14,31000.0,81.1,91.6,1011.0
2012-09-17,31000.0,79.9,88.5,1011.0
2012-09-20,31000.0,80.2,92.1,1011.0
2012-09-24,31000.0,79.0,92.1,1011.0
2012-09-26,31000.0,77.5,86.4,1011.0
2012-09-28,31000.0,74.8,79.5,1011.0
2012-10-01,31000.0,76.6,87.8,1011.0
2012-10-02,25000.0,79.3,90.3,1011.0
2012-10-03,25000.0,78.1,88.7,1011.0
2012-10-05,25000.0,76.8,84.9,1011.0
2012-10-08,25000.0,80.8,88.2,1011.0
2012-10-09,25000.0,79.9,88.3,1011.0
