date,price
2021-04-05,23000
2021-04-06,22000
2021-04-07,22000
2021-04-08,22000
2021-04-09,22000
2021-04-12,22000
2021-04-13,22000
2021-04-14,22000
2021-04-15,19000
2021-04-16,19000
2021-04-19,19000
2021-04-20,19000
2021-04-22,19000
2021-04-23,19000
2021-04-27,19000
2021-04-28,19000
2021-04-29,19000
2021-05-04,19000
2021-05-07,19000
2021-05-10,19000
2021-05-11,21000
2021-05-12,21000
2021-05-13,21000
2021-05-14,21000
2021-05-17,21000
2021-05-18,22000
2021-05-19,22000
2021-05-20,22000
2021-05-21,19000
2021-05-24,19000
2021-05-25,19000
2021-05-26,19000
2021-05-27,19000
2021-05-28,19000
2021-05-31,19000
2021-06-01,14000
2021-06-02,14000
2021-07-05,17000
2021-07-06,17000
2021-07-07,17000
2021-07-08,17000
2021-07-09,17000
2021-07-12,17000
2021-07-13,17000
2021-07-14,17000
2021-07-15,17000
2021-07-16,17000
2021-07-19,17000
2021-07-22,20000
2021-07-23,20000
2021-07-26,20000
2021-07-27,20000
2021-07-28,20000
2021-07-29,20000
2021-07-30,20000
2021-08-02,20000
2021-08-03,20000
2021-08-04,20000
2021-08-05,20000
2021-08-06,20000
2021-08-09,20000
2021-08-10,20000
2021-08-11,20000
2021-08-12,20000
2021-08-13,20000
2021-08-16,20000
2021-08-17,20000
2021-08-18,20000
2021-08-19,20000
2021-08-20,20000
2021-08-23,20000
2021-08-24,20000
2021-08-25,20000
2021-08-26,20000
2021-08-27,20000
2021-08-30,20000
2021-08-31,20000
2021-09-01,20000
2021-09-06,20000
2021-09-07,20000
2021-09-08,20000
2021-09-09,20000
2021-09-10,20000
2021-09-13,25000
2021-09-14,25000
2021-09-15,25000
2021-09-16,25000
2021-09-17,25000
2021-09-20,25000
2021-09-21,25000
2021-09-22,25000
2021-09-23,25000
2021-09-24,25000
2021-09-27,25000
2021-09-28,25000
2021-09-29,25000
2021-09-30,25000
2021-10-01,20000
2021-10-04,20000
2021-10-05,20000
2021-10-06,20000
2021-10-07,20000
2021-10-08,20000
2021-10-11,20000
2021-10-12,20000
2021-10-13,20000
2021-10-14,20000
2021-10-15,20000
2021-10-18,20000
2021-10-19,20000
2021-10-20,20000
2021-10-21,20000
2021-10-26,20000
2021-10-27,20000
2021-10-28,20000
2021-10-29,30000
2021-11-02,30000
2021-11-03,15000
2021-11-05,15000
2021-11-09,15000
2021-11-10,15000
2021-11-11,15000
2021-11-12,15000
2021-11-15,15000
2021-11-16,15000
2021-11-17,15000
2021-11-18,15000
2021-11-19,15000
2021-11-23,15000
2021-11-24,15000
2021-11-25,15000
2021-11-26,15000
2021-11-29,15000
2021-11-30,15000
2021-12-01,15000
2021-12-02,15000
2021-12-06,15000
2021-12-07,20000
2021-12-08,20000
2021-12-09,20000
2021-12-10,20000
2021-12-14,20000
2021-12-15,20000
2021-12-16,20000
2021-12-17,20000
2021-12-20,20000
2021-12-21,20000
2021-12-22,20000
2021-12-23,20000
2021-12-24,20000
2021-12-27,20000
2021-12-28,20000
2021-12-29,20000
2021-12-30,20000
2021-12-31,20000
2022-01-04,20000
2022-01-05,20000
2022-01-06,20000
2022-01-07,20000
2022-01-11,20000
2022-01-14,20000
2022-01-17,20000
2022-01-18,20000
2022-02-18,30000
2022-02-21,30000
2022-03-04,30000
2022-03-07,30000
2022-03-08,30000
2022-03-09,30000
2022-03-10,30000
2022-03-11,30000
2022-03-14,30000
2022-03-15,30000
2022-03-17,30000
2022-03-18,30000
2022-03-21,30000
2022-03-22,30000
2022-03-23,30000
2022-03-24,30000
2022-03-25,30000
2022-03-30,30000
2022-03-31,30000
2022-04-05,30000
2022-04-06,22000
2022-04-07,22000
2022-04-08,22000
2022-04-12,20000
2022-04-13,20000
2022-04-14,20000
2022-04-18,20000
2022-04-19,20000
2022-04-20,15000
2022-04-21,15000
2022-04-22,15000
2022-04-25,15000
2022-04-26,15000
2022-04-27,15000
2022-04-28,15000
2022-04-29,15000
2022-05-04,15000
2022-05-05,15000
2022-05-06,15000
2022-05-09,15000
2022-05-10,15000
2022-05-11,15000
2022-05-16,15000
2022-05-17,15000
2022-05-18,15000
2022-05-19,15000
2022-05-26,15000
2022-05-31,15000
2022-06-07,15000
2022-06-08,15000
2022-06-09,15000
2022-06-10,15000
2022-06-13,20000
2022-06-14,20000
2022-06-16,20000
2022-06-17,20000
2022-06-20,20000
2022-06-23,20000
2022-06-24,20000
2022-06-27,20000
2022-07-08,20000
2022-07-13,20000
2022-07-14,20000
2022-07-15,20000
2022-07-18,20000
2022-07-19,20000
2022-07-20,20000
2022-07-21,20000
2022-07-22,20000
2022-07-25,30000
2022-07-26,30000
2022-07-27,30000
2022-07-29,30000
2022-08-01,30000
2022-08-02,30000
2022-08-03,30000
2022-08-04,30000
2022-08-05,30000
2022-08-08,30000
2022-08-09,30000
2022-08-10,30000
2022-08-11,30000
2022-08-15,30000
2022-08-16,30000
2022-08-17,30000
2022-08-18,30000
2022-08-22,30000
2022-08-23,30000
2022-08-24,30000
2022-09-07,30000
2022-09-08,30000
2022-09-09,30000
2022-09-12,30000
2022-09-13,30000
2022-09-14,30000
2022-09-16,30000
2022-09-19,30000
2022-09-20,30000
2022-09-21,30000
2022-09-22,30000
2022-09-23,30000
2022-09-26,30000
2022-09-27,30000
2022-09-28,30000
2022-09-29,30000
2022-09-30,23000
2022-10-03,30000
2022-10-04,30000
2022-10-05,30000
2022-10-06,30000
2022-10-07,30000
2022-10-10,30000
2022-10-11,30000
2022-10-13,30000
2022-10-14,30000
2022-10-17,30000
2022-10-18,30000
2022-10-19,30000
2022-10-20,30000
2022-10-21,30000
2022-10-24,30000
2022-10-25,30000
2022-10-26,30000
2022-10-27,30000
2022-10-31,30000
2022-11-01,30000
2022-11-02,30000
2022-11-03,30000
2022-11-07,30000
2022-11-08,30000
2022-11-09,30000
2022-11-14,25000
2022-11-15,25000
2022-11-16,25000
2022-11-17,25000
